Bandit,Reward,Algorithm
2,4.308014003793563,ThompsonSamplingBandit
2,3.781476567874328,ThompsonSamplingBandit
2,4.218924888479429,ThompsonSamplingBandit
2,2.392250312015144,ThompsonSamplingBandit
2,3.7714282950212366,ThompsonSamplingBandit
2,3.4222768350520054,ThompsonSamplingBandit
2,2.927279547238423,ThompsonSamplingBandit
2,2.723772109159309,ThompsonSamplingBandit
2,3.1710258418389596,ThompsonSamplingBandit
2,3.0961685503813703,ThompsonSamplingBandit
2,4.541173276044686,ThompsonSamplingBandit
2,1.5722542243748576,ThompsonSamplingBandit
2,4.579715886229202,ThompsonSamplingBandit
2,3.2494806418636233,ThompsonSamplingBandit
2,1.9927537141032627,ThompsonSamplingBandit
2,2.9744863802896524,ThompsonSamplingBandit
2,2.946264010058355,ThompsonSamplingBandit
2,2.537427562717427,ThompsonSamplingBandit
2,3.2309487830627224,ThompsonSamplingBandit
2,2.760004636613482,ThompsonSamplingBandit
2,3.6376829429086586,ThompsonSamplingBandit
2,3.6555317586228218,ThompsonSamplingBandit
2,2.8190875644920887,ThompsonSamplingBandit
2,3.935903027872224,ThompsonSamplingBandit
2,3.219756932851231,ThompsonSamplingBandit
2,4.077701189495675,ThompsonSamplingBandit
2,2.7925527502867262,ThompsonSamplingBandit
2,2.5794460476878465,ThompsonSamplingBandit
2,4.623293924078235,ThompsonSamplingBandit
2,2.331034531391461,ThompsonSamplingBandit
2,2.2514359050798323,ThompsonSamplingBandit
2,2.030551594239786,ThompsonSamplingBandit
2,2.846496647978541,ThompsonSamplingBandit
2,3.2815291555377715,ThompsonSamplingBandit
2,3.4368710461722607,ThompsonSamplingBandit
2,1.8681163156890608,ThompsonSamplingBandit
2,2.333920294744788,ThompsonSamplingBandit
2,2.5744903324615485,ThompsonSamplingBandit
2,2.8156844779081047,ThompsonSamplingBandit
2,3.1224066454725485,ThompsonSamplingBandit
2,2.7472169782629363,ThompsonSamplingBandit
2,1.8273999602313897,ThompsonSamplingBandit
2,1.84779747730707,ThompsonSamplingBandit
2,2.1529347289992415,ThompsonSamplingBandit
2,2.399944559447674,ThompsonSamplingBandit
2,2.2157652350846324,ThompsonSamplingBandit
2,5.678144047300885,ThompsonSamplingBandit
2,4.087550378377964,ThompsonSamplingBandit
2,2.74349717369875,ThompsonSamplingBandit
2,2.6068974640668916,ThompsonSamplingBandit
2,2.937012850462241,ThompsonSamplingBandit
2,2.1325499044353595,ThompsonSamplingBandit
2,3.659303060590183,ThompsonSamplingBandit
2,3.047383123307353,ThompsonSamplingBandit
2,2.6869655502361436,ThompsonSamplingBandit
2,2.4745992308244227,ThompsonSamplingBandit
2,2.8606968500977095,ThompsonSamplingBandit
2,2.571926725047023,ThompsonSamplingBandit
2,3.150182795188664,ThompsonSamplingBandit
2,2.13752468746371,ThompsonSamplingBandit
2,3.923688774368345,ThompsonSamplingBandit
2,2.074081613998294,ThompsonSamplingBandit
2,2.7973995713632984,ThompsonSamplingBandit
2,1.7338458142851705,ThompsonSamplingBandit
2,4.063886995876478,ThompsonSamplingBandit
2,0.9372844807603347,ThompsonSamplingBandit
2,2.185516703442649,ThompsonSamplingBandit
2,2.4593298752114015,ThompsonSamplingBandit
2,3.9059487603323904,ThompsonSamplingBandit
2,4.878944660095595,ThompsonSamplingBandit
2,1.8391761761739742,ThompsonSamplingBandit
2,2.7262201010358327,ThompsonSamplingBandit
2,0.8708798256318921,ThompsonSamplingBandit
2,2.9005950009529586,ThompsonSamplingBandit
2,3.738250735884685,ThompsonSamplingBandit
2,2.2860748855486834,ThompsonSamplingBandit
2,2.635070287151201,ThompsonSamplingBandit
2,1.587902671057042,ThompsonSamplingBandit
2,2.836392393902803,ThompsonSamplingBandit
2,2.871007992810165,ThompsonSamplingBandit
2,5.252448955982907,ThompsonSamplingBandit
2,4.612568688357728,ThompsonSamplingBandit
2,2.1210995178777377,ThompsonSamplingBandit
2,3.4850131985411164,ThompsonSamplingBandit
2,2.772806757120267,ThompsonSamplingBandit
2,2.2842392865101377,ThompsonSamplingBandit
2,2.700057835121441,ThompsonSamplingBandit
2,4.207421676338733,ThompsonSamplingBandit
2,3.929528788422181,ThompsonSamplingBandit
2,1.9310813403428917,ThompsonSamplingBandit
2,3.5103211808911823,ThompsonSamplingBandit
2,3.693743919411524,ThompsonSamplingBandit
2,3.3209581674416557,ThompsonSamplingBandit
2,1.8006149006404617,ThompsonSamplingBandit
2,2.9431095716643694,ThompsonSamplingBandit
2,3.1712637067588125,ThompsonSamplingBandit
2,2.485384722906252,ThompsonSamplingBandit
2,5.354146064428408,ThompsonSamplingBandit
2,2.440777238402221,ThompsonSamplingBandit
1,3.2372872134032917,ThompsonSamplingBandit
2,2.4651074605414474,ThompsonSamplingBandit
2,3.154617664875102,ThompsonSamplingBandit
2,3.305589671719005,ThompsonSamplingBandit
2,4.0664847084289,ThompsonSamplingBandit
2,2.1875345436208757,ThompsonSamplingBandit
2,2.666162539946802,ThompsonSamplingBandit
2,1.8006102959174668,ThompsonSamplingBandit
2,3.6264351466721276,ThompsonSamplingBandit
2,2.861235437608081,ThompsonSamplingBandit
2,1.4531803113012312,ThompsonSamplingBandit
2,0.32811617535768844,ThompsonSamplingBandit
2,3.7230494447790208,ThompsonSamplingBandit
2,2.25278168316763,ThompsonSamplingBandit
2,0.6725959145984755,ThompsonSamplingBandit
2,3.767347030605222,ThompsonSamplingBandit
2,4.384553488499389,ThompsonSamplingBandit
2,3.722679179432684,ThompsonSamplingBandit
2,5.06412728837973,ThompsonSamplingBandit
2,4.9114455129874734,ThompsonSamplingBandit
2,1.5996142481150557,ThompsonSamplingBandit
2,2.577238166542893,ThompsonSamplingBandit
2,3.670697727373949,ThompsonSamplingBandit
2,3.7199255352426426,ThompsonSamplingBandit
2,1.8194582655507285,ThompsonSamplingBandit
2,3.7522830040375306,ThompsonSamplingBandit
2,3.7171709840607603,ThompsonSamplingBandit
2,1.0368850691062388,ThompsonSamplingBandit
2,3.461414661660669,ThompsonSamplingBandit
2,3.156815696293928,ThompsonSamplingBandit
2,1.3340668856059255,ThompsonSamplingBandit
2,2.973614469347452,ThompsonSamplingBandit
2,0.5962424737710057,ThompsonSamplingBandit
2,4.424153130961477,ThompsonSamplingBandit
2,4.404167749563878,ThompsonSamplingBandit
2,2.94844275023735,ThompsonSamplingBandit
2,4.054514598974103,ThompsonSamplingBandit
2,1.789428129944368,ThompsonSamplingBandit
2,3.832485394240489,ThompsonSamplingBandit
2,1.7886877597289117,ThompsonSamplingBandit
2,3.761730052878744,ThompsonSamplingBandit
2,3.5035610587626653,ThompsonSamplingBandit
2,3.14484487358084,ThompsonSamplingBandit
2,3.0015208283085055,ThompsonSamplingBandit
2,3.9759982521514567,ThompsonSamplingBandit
2,3.4920632825388545,ThompsonSamplingBandit
2,1.4030152092647108,ThompsonSamplingBandit
2,1.4499909180816275,ThompsonSamplingBandit
2,1.786110492032394,ThompsonSamplingBandit
2,2.6237614950074395,ThompsonSamplingBandit
2,4.430967033199919,ThompsonSamplingBandit
2,5.525713405952214,ThompsonSamplingBandit
2,2.379226363923857,ThompsonSamplingBandit
2,4.060472070265256,ThompsonSamplingBandit
2,2.974626723941794,ThompsonSamplingBandit
2,3.7037398136189466,ThompsonSamplingBandit
2,3.0161888862235093,ThompsonSamplingBandit
2,3.4682673931533303,ThompsonSamplingBandit
2,2.398516565652966,ThompsonSamplingBandit
2,3.2666324315971624,ThompsonSamplingBandit
2,2.4106599240412168,ThompsonSamplingBandit
2,2.395316465003682,ThompsonSamplingBandit
2,3.3971318734987763,ThompsonSamplingBandit
2,1.767708455568055,ThompsonSamplingBandit
2,3.6988085342725765,ThompsonSamplingBandit
2,2.1956310049978605,ThompsonSamplingBandit
2,2.4535458262856955,ThompsonSamplingBandit
2,3.94968864029572,ThompsonSamplingBandit
2,1.3889103028282122,ThompsonSamplingBandit
2,2.675171987791041,ThompsonSamplingBandit
2,4.951855937780032,ThompsonSamplingBandit
2,3.5793346008686915,ThompsonSamplingBandit
2,4.112517759995576,ThompsonSamplingBandit
2,2.558448761503709,ThompsonSamplingBandit
2,3.8005001566617613,ThompsonSamplingBandit
2,4.7084712221707825,ThompsonSamplingBandit
2,3.5897394348918734,ThompsonSamplingBandit
2,3.8855886762796086,ThompsonSamplingBandit
2,4.314505462434026,ThompsonSamplingBandit
2,2.538770498361384,ThompsonSamplingBandit
2,1.9937114964134919,ThompsonSamplingBandit
2,1.8989798072582214,ThompsonSamplingBandit
2,3.095028101799734,ThompsonSamplingBandit
2,3.077060774722769,ThompsonSamplingBandit
2,4.29774242572326,ThompsonSamplingBandit
1,1.5342144457316447,ThompsonSamplingBandit
2,3.1760057811582434,ThompsonSamplingBandit
2,3.125270888811882,ThompsonSamplingBandit
2,2.9630302091475715,ThompsonSamplingBandit
2,2.392380267645486,ThompsonSamplingBandit
2,1.118623799436449,ThompsonSamplingBandit
2,5.053898865325565,ThompsonSamplingBandit
2,2.9617456186453515,ThompsonSamplingBandit
2,2.178232609986436,ThompsonSamplingBandit
2,1.8490489148287084,ThompsonSamplingBandit
2,1.1565535728880385,ThompsonSamplingBandit
2,5.729610966282588,ThompsonSamplingBandit
2,2.081599817133378,ThompsonSamplingBandit
2,3.8397838548022505,ThompsonSamplingBandit
2,1.9953983767913814,ThompsonSamplingBandit
2,3.6857412964392497,ThompsonSamplingBandit
2,4.076152662737465,ThompsonSamplingBandit
2,1.1501805461522496,ThompsonSamplingBandit
2,5.251344271215199,ThompsonSamplingBandit
2,3.596391892794179,ThompsonSamplingBandit
2,4.276658849272463,ThompsonSamplingBandit
2,2.805458383642504,ThompsonSamplingBandit
2,2.581757367703889,ThompsonSamplingBandit
2,3.776258949586979,ThompsonSamplingBandit
2,2.928654284236195,ThompsonSamplingBandit
2,3.0697223349564,ThompsonSamplingBandit
2,3.692912507815438,ThompsonSamplingBandit
2,1.8064686365598543,ThompsonSamplingBandit
2,2.7558161811891133,ThompsonSamplingBandit
2,2.9158641844030893,ThompsonSamplingBandit
2,2.28058277745442,ThompsonSamplingBandit
2,1.8080786466223897,ThompsonSamplingBandit
2,3.6927635555744454,ThompsonSamplingBandit
2,4.676724150725587,ThompsonSamplingBandit
2,3.042539766862143,ThompsonSamplingBandit
2,0.40394712012742584,ThompsonSamplingBandit
2,3.5109851733832715,ThompsonSamplingBandit
2,2.743630295349069,ThompsonSamplingBandit
2,2.929084824623503,ThompsonSamplingBandit
2,5.102460157148922,ThompsonSamplingBandit
2,4.367188969369564,ThompsonSamplingBandit
2,3.889155818851547,ThompsonSamplingBandit
2,3.9194100625208583,ThompsonSamplingBandit
2,4.934028800459638,ThompsonSamplingBandit
2,2.9852977188076824,ThompsonSamplingBandit
2,1.8014349406771009,ThompsonSamplingBandit
2,3.3380558033680856,ThompsonSamplingBandit
2,3.622480598953886,ThompsonSamplingBandit
2,2.785592288926762,ThompsonSamplingBandit
2,2.8342275247685955,ThompsonSamplingBandit
2,4.098473663452277,ThompsonSamplingBandit
2,3.4414312240787166,ThompsonSamplingBandit
2,3.5061756256189125,ThompsonSamplingBandit
2,4.364487848678742,ThompsonSamplingBandit
2,3.10922646542422,ThompsonSamplingBandit
2,2.5011924317118828,ThompsonSamplingBandit
2,2.823578349636252,ThompsonSamplingBandit
2,3.76343743084103,ThompsonSamplingBandit
2,3.0965963777202625,ThompsonSamplingBandit
2,3.031178401909867,ThompsonSamplingBandit
2,3.515604994839311,ThompsonSamplingBandit
2,4.10934183067678,ThompsonSamplingBandit
2,3.0510738520363345,ThompsonSamplingBandit
2,2.385154936206903,ThompsonSamplingBandit
2,2.7985241404092607,ThompsonSamplingBandit
2,2.2042963419302057,ThompsonSamplingBandit
2,1.8615958423782393,ThompsonSamplingBandit
2,3.0847256962278014,ThompsonSamplingBandit
2,1.9974376046862232,ThompsonSamplingBandit
2,1.6040182831600593,ThompsonSamplingBandit
2,3.0503050872897095,ThompsonSamplingBandit
2,3.6925827801075735,ThompsonSamplingBandit
2,2.3021323790415154,ThompsonSamplingBandit
2,2.2973230643394373,ThompsonSamplingBandit
2,5.529445685729905,ThompsonSamplingBandit
2,3.8239193662665034,ThompsonSamplingBandit
2,2.366031371888514,ThompsonSamplingBandit
2,3.5551229857286057,ThompsonSamplingBandit
2,2.6934784725373433,ThompsonSamplingBandit
2,4.835957060187653,ThompsonSamplingBandit
