Bandit,Reward,Algorithm
2,3.2292130457073442,ThompsonSamplingBandit
2,2.8016446017717187,ThompsonSamplingBandit
2,2.2768128160023173,ThompsonSamplingBandit
2,1.322755536624209,ThompsonSamplingBandit
2,1.9419375864294763,ThompsonSamplingBandit
2,3.224064515343233,ThompsonSamplingBandit
2,2.086803799246086,ThompsonSamplingBandit
2,2.6934299566199487,ThompsonSamplingBandit
2,3.0613862742546973,ThompsonSamplingBandit
2,3.6195937564668195,ThompsonSamplingBandit
2,3.1935443109852515,ThompsonSamplingBandit
2,2.896076648376177,ThompsonSamplingBandit
2,4.487675099057524,ThompsonSamplingBandit
2,4.5731002205527345,ThompsonSamplingBandit
2,1.429385665770135,ThompsonSamplingBandit
2,1.4156029478667902,ThompsonSamplingBandit
2,1.6842438819879078,ThompsonSamplingBandit
2,1.7154217311253719,ThompsonSamplingBandit
2,3.2276324960482854,ThompsonSamplingBandit
2,3.202112187008827,ThompsonSamplingBandit
2,1.1445271821997562,ThompsonSamplingBandit
2,3.4322001309215695,ThompsonSamplingBandit
2,2.715099580552655,ThompsonSamplingBandit
2,3.798986293328357,ThompsonSamplingBandit
2,4.713586289303002,ThompsonSamplingBandit
2,3.0467113598425697,ThompsonSamplingBandit
2,2.016282759463197,ThompsonSamplingBandit
2,2.3884406925287136,ThompsonSamplingBandit
2,3.611740073775103,ThompsonSamplingBandit
2,2.283297048091426,ThompsonSamplingBandit
2,3.1718433209163064,ThompsonSamplingBandit
2,2.4475208746832697,ThompsonSamplingBandit
2,3.9018394381686563,ThompsonSamplingBandit
2,2.348190420510245,ThompsonSamplingBandit
2,2.9755602325370307,ThompsonSamplingBandit
2,3.4940985926239714,ThompsonSamplingBandit
2,3.240886427752463,ThompsonSamplingBandit
2,3.874851549628712,ThompsonSamplingBandit
2,1.3710938442885539,ThompsonSamplingBandit
2,5.080356174218894,ThompsonSamplingBandit
2,2.3416392394379084,ThompsonSamplingBandit
2,0.8012280135714653,ThompsonSamplingBandit
2,3.5114259012175646,ThompsonSamplingBandit
2,1.8972668922444365,ThompsonSamplingBandit
2,2.4083950542219217,ThompsonSamplingBandit
2,3.894419016601629,ThompsonSamplingBandit
2,4.123755918868525,ThompsonSamplingBandit
2,3.8864480525623906,ThompsonSamplingBandit
2,2.4649534715544568,ThompsonSamplingBandit
2,3.7407476576138277,ThompsonSamplingBandit
2,0.6047971605621161,ThompsonSamplingBandit
2,4.613656342518402,ThompsonSamplingBandit
2,3.6590506337227016,ThompsonSamplingBandit
2,2.95578073316362,ThompsonSamplingBandit
2,3.4487414818203135,ThompsonSamplingBandit
2,4.480794614992929,ThompsonSamplingBandit
2,3.325436325741087,ThompsonSamplingBandit
2,0.7080933681682797,ThompsonSamplingBandit
2,2.982276151906446,ThompsonSamplingBandit
2,3.53816089456685,ThompsonSamplingBandit
2,1.6171161989027116,ThompsonSamplingBandit
2,1.359530284818385,ThompsonSamplingBandit
2,2.205817353968702,ThompsonSamplingBandit
2,1.644718171941863,ThompsonSamplingBandit
2,4.246292044245777,ThompsonSamplingBandit
2,4.2950640129838575,ThompsonSamplingBandit
2,3.069844304382345,ThompsonSamplingBandit
2,1.954655536340198,ThompsonSamplingBandit
2,2.8217475803889727,ThompsonSamplingBandit
2,3.581106267871995,ThompsonSamplingBandit
2,1.0886207711769298,ThompsonSamplingBandit
2,3.2938848627459887,ThompsonSamplingBandit
2,2.4472404914659345,ThompsonSamplingBandit
2,1.8792806753412197,ThompsonSamplingBandit
2,2.6586334750784304,ThompsonSamplingBandit
2,3.8160056260166897,ThompsonSamplingBandit
2,4.044332694351588,ThompsonSamplingBandit
2,3.1084285545719337,ThompsonSamplingBandit
2,2.597566250351872,ThompsonSamplingBandit
2,4.089891870220298,ThompsonSamplingBandit
2,2.6018635357317046,ThompsonSamplingBandit
2,3.0322283248509327,ThompsonSamplingBandit
2,2.8536968058708885,ThompsonSamplingBandit
1,1.7607905337805208,ThompsonSamplingBandit
2,2.554654295656153,ThompsonSamplingBandit
2,3.711147925283083,ThompsonSamplingBandit
2,3.912730010475129,ThompsonSamplingBandit
2,1.6714733984369157,ThompsonSamplingBandit
2,3.926536105709081,ThompsonSamplingBandit
2,3.06852297338519,ThompsonSamplingBandit
2,1.3504580835148545,ThompsonSamplingBandit
2,3.66396028518274,ThompsonSamplingBandit
2,1.6394795292330715,ThompsonSamplingBandit
2,2.1543364324238157,ThompsonSamplingBandit
2,2.1532231312016323,ThompsonSamplingBandit
2,3.994824553738068,ThompsonSamplingBandit
2,4.834524490837319,ThompsonSamplingBandit
2,3.2636221230538274,ThompsonSamplingBandit
2,2.5852844713285332,ThompsonSamplingBandit
2,2.2758874048316637,ThompsonSamplingBandit
2,2.306358567081348,ThompsonSamplingBandit
2,2.495666281958379,ThompsonSamplingBandit
2,3.54730300522456,ThompsonSamplingBandit
2,4.527881922268549,ThompsonSamplingBandit
2,3.019171177101347,ThompsonSamplingBandit
2,3.051313570248371,ThompsonSamplingBandit
2,0.8688893793837678,ThompsonSamplingBandit
2,4.164861982966899,ThompsonSamplingBandit
2,1.3505240664596743,ThompsonSamplingBandit
2,3.5753072449910785,ThompsonSamplingBandit
2,4.1513473414280515,ThompsonSamplingBandit
2,2.3534535457212034,ThompsonSamplingBandit
2,2.736051315089653,ThompsonSamplingBandit
2,2.730376879264413,ThompsonSamplingBandit
2,2.1031758748281506,ThompsonSamplingBandit
2,1.6950305860552624,ThompsonSamplingBandit
2,0.5824522350053303,ThompsonSamplingBandit
2,4.054905883042821,ThompsonSamplingBandit
2,2.785676490001714,ThompsonSamplingBandit
2,3.46011525377311,ThompsonSamplingBandit
2,4.267539608330333,ThompsonSamplingBandit
2,2.587846035979316,ThompsonSamplingBandit
2,3.8346468147383597,ThompsonSamplingBandit
2,0.5111380792204545,ThompsonSamplingBandit
2,1.4691243442363155,ThompsonSamplingBandit
2,3.1505600653672414,ThompsonSamplingBandit
2,1.2147481101906463,ThompsonSamplingBandit
2,2.0522627583731303,ThompsonSamplingBandit
2,3.699669025746268,ThompsonSamplingBandit
2,2.980698338211885,ThompsonSamplingBandit
2,1.56317620528237,ThompsonSamplingBandit
2,2.850385575224037,ThompsonSamplingBandit
2,3.1488838926634806,ThompsonSamplingBandit
2,3.386949028386736,ThompsonSamplingBandit
2,2.5919434693754546,ThompsonSamplingBandit
2,2.9773131661230776,ThompsonSamplingBandit
2,3.5653518783299116,ThompsonSamplingBandit
2,2.661903633696149,ThompsonSamplingBandit
2,2.051545122140821,ThompsonSamplingBandit
2,4.20557010686881,ThompsonSamplingBandit
2,3.297159294607176,ThompsonSamplingBandit
2,3.271590179708591,ThompsonSamplingBandit
2,3.4157622201093694,ThompsonSamplingBandit
2,2.7692180383985345,ThompsonSamplingBandit
2,3.892446212510981,ThompsonSamplingBandit
0,1.6848454450596417,ThompsonSamplingBandit
2,3.5003849132031943,ThompsonSamplingBandit
2,3.7382723497145087,ThompsonSamplingBandit
2,3.4656219737261904,ThompsonSamplingBandit
2,1.5087353458363717,ThompsonSamplingBandit
2,1.9626662577506866,ThompsonSamplingBandit
2,2.47713055596886,ThompsonSamplingBandit
2,2.554049713475696,ThompsonSamplingBandit
2,4.500710069458548,ThompsonSamplingBandit
2,4.937261693121361,ThompsonSamplingBandit
2,2.5758354302912427,ThompsonSamplingBandit
2,3.2748130465103156,ThompsonSamplingBandit
2,3.7018885533328016,ThompsonSamplingBandit
2,2.6801860282174355,ThompsonSamplingBandit
2,1.291156723171859,ThompsonSamplingBandit
2,3.323991206980069,ThompsonSamplingBandit
2,2.0225301402299727,ThompsonSamplingBandit
2,2.3225209294707163,ThompsonSamplingBandit
2,3.327448301014332,ThompsonSamplingBandit
2,2.0644443878082335,ThompsonSamplingBandit
2,2.0714172636793715,ThompsonSamplingBandit
2,2.44382522716603,ThompsonSamplingBandit
2,1.4410081962109489,ThompsonSamplingBandit
2,1.4662579593493819,ThompsonSamplingBandit
2,4.124826961430026,ThompsonSamplingBandit
2,3.6814708769789473,ThompsonSamplingBandit
2,4.722449937453005,ThompsonSamplingBandit
2,2.8418669631900864,ThompsonSamplingBandit
2,3.041062387187792,ThompsonSamplingBandit
2,2.6845177338567408,ThompsonSamplingBandit
2,2.117994756109582,ThompsonSamplingBandit
2,1.7982058121248101,ThompsonSamplingBandit
2,0.9976526151389615,ThompsonSamplingBandit
2,4.175530619968814,ThompsonSamplingBandit
2,3.666158463236134,ThompsonSamplingBandit
1,1.5593130569018958,ThompsonSamplingBandit
2,3.519165398595116,ThompsonSamplingBandit
2,2.0455881678248717,ThompsonSamplingBandit
2,4.159045261116191,ThompsonSamplingBandit
2,3.2114419230553795,ThompsonSamplingBandit
2,4.579489408855803,ThompsonSamplingBandit
2,1.754625766626316,ThompsonSamplingBandit
2,2.560270480237485,ThompsonSamplingBandit
2,4.7756589113326475,ThompsonSamplingBandit
2,1.9260282028628528,ThompsonSamplingBandit
2,2.6026888373739956,ThompsonSamplingBandit
2,3.075966629294403,ThompsonSamplingBandit
2,1.9241352770282885,ThompsonSamplingBandit
2,1.5446338415747833,ThompsonSamplingBandit
2,2.4790004792898443,ThompsonSamplingBandit
2,1.9679760589209472,ThompsonSamplingBandit
2,2.0979039658502767,ThompsonSamplingBandit
2,3.6847401843228544,ThompsonSamplingBandit
2,2.1760537188722644,ThompsonSamplingBandit
2,1.7146615657204705,ThompsonSamplingBandit
2,2.3382555363053785,ThompsonSamplingBandit
2,3.9420874999105058,ThompsonSamplingBandit
2,2.913650332931934,ThompsonSamplingBandit
2,3.1189013687033063,ThompsonSamplingBandit
2,2.3771068203222634,ThompsonSamplingBandit
2,3.2141962964240127,ThompsonSamplingBandit
2,2.8462582573584494,ThompsonSamplingBandit
2,2.7563122138266043,ThompsonSamplingBandit
2,4.887931003177557,ThompsonSamplingBandit
2,5.118151510965106,ThompsonSamplingBandit
2,2.7802916168598233,ThompsonSamplingBandit
2,3.455472465387504,ThompsonSamplingBandit
2,2.6191482843506915,ThompsonSamplingBandit
2,2.8431711206276766,ThompsonSamplingBandit
2,3.0048927734908077,ThompsonSamplingBandit
2,2.298266019120021,ThompsonSamplingBandit
2,2.0780710843842334,ThompsonSamplingBandit
2,3.847745063921521,ThompsonSamplingBandit
2,2.403745669526929,ThompsonSamplingBandit
2,3.725311100907976,ThompsonSamplingBandit
2,1.595848287982992,ThompsonSamplingBandit
2,3.630134308407469,ThompsonSamplingBandit
2,4.064700895267926,ThompsonSamplingBandit
2,2.0156861354755007,ThompsonSamplingBandit
2,3.591900072487385,ThompsonSamplingBandit
2,3.8974926866104287,ThompsonSamplingBandit
2,1.5976519680170949,ThompsonSamplingBandit
2,1.5924042925423172,ThompsonSamplingBandit
2,3.7990552500824064,ThompsonSamplingBandit
2,2.5120907877288023,ThompsonSamplingBandit
2,3.4594788051301473,ThompsonSamplingBandit
2,2.2089752324625547,ThompsonSamplingBandit
2,2.7331430174044757,ThompsonSamplingBandit
2,3.771366305558896,ThompsonSamplingBandit
2,3.3823823771206984,ThompsonSamplingBandit
2,2.0542248279274515,ThompsonSamplingBandit
2,2.0218297667277834,ThompsonSamplingBandit
2,2.1261305945370235,ThompsonSamplingBandit
2,2.5336562533542337,ThompsonSamplingBandit
2,2.9192215876884866,ThompsonSamplingBandit
2,5.505724029072183,ThompsonSamplingBandit
2,0.8557454387398344,ThompsonSamplingBandit
2,3.6313316544281395,ThompsonSamplingBandit
2,5.056379760447049,ThompsonSamplingBandit
2,3.967429179818876,ThompsonSamplingBandit
2,1.7509278289950336,ThompsonSamplingBandit
2,2.4523531320572265,ThompsonSamplingBandit
2,2.895020869421093,ThompsonSamplingBandit
1,3.254242038309709,ThompsonSamplingBandit
2,2.7690561566118754,ThompsonSamplingBandit
2,2.2788998997538643,ThompsonSamplingBandit
2,3.516364017940029,ThompsonSamplingBandit
2,3.213924691992878,ThompsonSamplingBandit
2,3.9702319870737943,ThompsonSamplingBandit
2,2.3754045866326123,ThompsonSamplingBandit
2,1.9147554646020895,ThompsonSamplingBandit
2,4.4787206443094805,ThompsonSamplingBandit
2,2.9179208554746623,ThompsonSamplingBandit
2,4.240252950474334,ThompsonSamplingBandit
2,0.7728107643684439,ThompsonSamplingBandit
2,2.5782761602046467,ThompsonSamplingBandit
2,2.795444184521312,ThompsonSamplingBandit
2,2.4248588645626166,ThompsonSamplingBandit
2,3.3052270587914547,ThompsonSamplingBandit
2,3.1012293649547478,ThompsonSamplingBandit
2,3.0172931720727862,ThompsonSamplingBandit
2,3.4313542629674494,ThompsonSamplingBandit
2,0.776312300701357,ThompsonSamplingBandit
2,3.9178806560309427,ThompsonSamplingBandit
2,2.934284589683389,ThompsonSamplingBandit
2,2.58808394475254,ThompsonSamplingBandit
2,3.447822043083364,ThompsonSamplingBandit
2,3.3039850100856945,ThompsonSamplingBandit
2,4.147874254955344,ThompsonSamplingBandit
2,4.587467713884491,ThompsonSamplingBandit
2,1.1741894295068858,ThompsonSamplingBandit
2,3.3435710098025453,ThompsonSamplingBandit
2,3.094524390630603,ThompsonSamplingBandit
2,5.433321295899625,ThompsonSamplingBandit
2,3.699844944938098,ThompsonSamplingBandit
2,4.098373302706547,ThompsonSamplingBandit
2,4.5509593034202735,ThompsonSamplingBandit
2,2.5780325267180535,ThompsonSamplingBandit
2,3.576643613131128,ThompsonSamplingBandit
2,3.944546648609413,ThompsonSamplingBandit
2,2.7472615351433216,ThompsonSamplingBandit
2,1.975283395569445,ThompsonSamplingBandit
2,3.1049903448941287,ThompsonSamplingBandit
2,3.2003888228113873,ThompsonSamplingBandit
2,3.809390190886048,ThompsonSamplingBandit
2,2.3055526677718996,ThompsonSamplingBandit
2,3.765497702752497,ThompsonSamplingBandit
2,2.617719472813589,ThompsonSamplingBandit
2,2.7715417199716668,ThompsonSamplingBandit
2,2.363576018826912,ThompsonSamplingBandit
2,3.8136630921019834,ThompsonSamplingBandit
2,2.5104989543513336,ThompsonSamplingBandit
2,3.1504654795625955,ThompsonSamplingBandit
2,4.43442959080027,ThompsonSamplingBandit
2,3.7543148877224493,ThompsonSamplingBandit
2,2.7997839309954347,ThompsonSamplingBandit
2,3.602663054351627,ThompsonSamplingBandit
2,3.6405864538297164,ThompsonSamplingBandit
2,1.5070647868776998,ThompsonSamplingBandit
2,4.5417979966401205,ThompsonSamplingBandit
2,2.364157130188807,ThompsonSamplingBandit
2,2.33343389549541,ThompsonSamplingBandit
2,2.005222670311095,ThompsonSamplingBandit
2,4.032208236641874,ThompsonSamplingBandit
2,3.763184897567372,ThompsonSamplingBandit
2,3.2358446242010737,ThompsonSamplingBandit
2,4.247897819648059,ThompsonSamplingBandit
2,2.9440635747968966,ThompsonSamplingBandit
2,3.6683982440933898,ThompsonSamplingBandit
2,1.9878875731409045,ThompsonSamplingBandit
2,1.0006809618196564,ThompsonSamplingBandit
2,4.094482397864117,ThompsonSamplingBandit
2,3.6285471199721346,ThompsonSamplingBandit
2,1.054732462523804,ThompsonSamplingBandit
2,3.2318520878257715,ThompsonSamplingBandit
2,3.3519687078346796,ThompsonSamplingBandit
2,2.591929657629099,ThompsonSamplingBandit
2,3.5350627319743655,ThompsonSamplingBandit
2,0.6883749865361133,ThompsonSamplingBandit
2,5.455080998446068,ThompsonSamplingBandit
2,2.0805265764472676,ThompsonSamplingBandit
2,1.3160726077138103,ThompsonSamplingBandit
2,3.414225157409754,ThompsonSamplingBandit
2,1.1361375385413361,ThompsonSamplingBandit
